housing_median_age,total_rooms,population,median_income,median_house_value,distance_to_nearest_city,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,bedrooms_to_rooms_ratio,households_to_population_ratio
33.0,3880.0,2288.0,3.6848,140700.0,183.78,0,0,0,0,0.19845360824742267,0.3518356643356643
12.0,3301.0,2000.0,1.8594,119200.0,184.92,0,0,0,0,0.29172977885489243,0.4395
5.0,2878.0,1727.0,1.7179,132000.0,183.78,0,0,0,0,0.27275886031966645,0.4389114070642733
36.0,2297.0,1070.0,3.5192,144000.0,182.9,0,0,0,0,0.18197649107531563,0.3663551401869159
29.0,2767.0,1437.0,2.8306,142900.0,182.33,0,0,0,0,0.22117817130466208,0.40848990953375086
43.0,1718.0,826.0,2.7014,133700.0,182.33,0,0,0,0,0.20023282887077998,0.4067796610169492
34.0,1796.0,918.0,2.875,161200.0,181.71,1,0,0,0,0.2383073496659243,0.46187363834422657
15.0,1204.0,543.0,1.0278,154200.0,183.16,1,0,0,0,0.2707641196013289,0.6003683241252302
40.0,2523.0,976.0,3.11,185700.0,183.16,1,0,0,0,0.19342053111375346,0.48155737704918034
33.0,3296.0,1345.0,5.2835,217100.0,184.04,1,0,0,0,0.1629247572815534,0.4133828996282528
24.0,7879.0,3898.0,3.0897,187300.0,183.46,0,0,0,0,0.21005203706054068,0.3935351462288353
26.0,4263.0,2199.0,2.734,148900.0,181.13,1,0,0,0,0.24325592305887872,0.45929968167348795
43.0,3171.0,1534.0,3.141,141400.0,182.01,0,0,0,0,0.2097130242825607,0.4074315514993481
37.0,4879.0,2076.0,3.6625,154800.0,181.44,0,0,0,0,0.18569378971100636,0.4195568400770713
37.0,2979.0,1285.0,3.7368,152200.0,182.01,0,0,0,0,0.18697549513259484,0.43891050583657587
16.0,7963.0,3769.0,2.9624,144700.0,181.13,1,0,0,0,0.23621750596508853,0.4786415494826214
19.0,4819.0,2572.0,2.3393,118200.0,181.71,1,0,0,0,0.3096078024486408,0.5194401244167963
37.0,1184.0,529.0,4.7941,161700.0,179.68,1,0,0,0,0.15033783783783783,0.3629489603024575
17.0,5481.0,2957.0,2.5707,171300.0,180.83,1,0,0,0,0.29520160554643315,0.5197835644234021
33.0,3481.0,1726.0,3.3675,158200.0,181.41,1,0,0,0,0.2033898305084746,0.4165701042873696
31.0,2366.0,1077.0,4.2992,174400.0,179.96,1,0,0,0,0.16187658495350804,0.3593314763231198
17.0,7352.0,3331.0,2.7006,166300.0,179.96,1,0,0,0,0.2310935799782372,0.4905433803662564
30.0,1802.0,776.0,2.8125,173500.0,183.45,1,0,0,0,0.2225305216426193,0.49742268041237114
22.0,3626.0,1800.0,2.8594,189600.0,183.73,1,0,0,0,0.2272476558190844,0.4272222222222222
34.0,3415.0,1464.0,4.0549,223700.0,183.73,1,0,0,0,0.1780380673499268,0.40505464480874315
24.0,2311.0,1005.0,2.9,185200.0,182.86,1,0,0,0,0.2319342276070965,0.5223880597014925
34.0,3330.0,1592.0,2.6678,164200.0,182.86,1,0,0,0,0.21711711711711712,0.4120603015075377
43.0,841.0,496.0,3.0179,149300.0,182.86,1,0,0,0,0.22829964328180738,0.4173387096774194
31.0,3776.0,1886.0,3.4421,155300.0,181.13,1,0,0,0,0.21583686440677965,0.4236479321314952
20.0,2616.0,1532.0,2.9896,235600.0,181.99,1,0,0,0,0.22821100917431192,0.3779373368146214
36.0,2211.0,868.0,4.0491,147900.0,180.54,1,0,0,0,0.17367706919945725,0.3790322580645161
33.0,2420.0,1003.0,4.0658,165100.0,182.3,1,0,0,0,0.16239669421487604,0.39581256231306083
26.0,3623.0,1609.0,3.744,165800.0,182.3,1,0,0,0,0.194038089980679,0.41578620261031696
29.0,1114.0,385.0,5.4333,222800.0,183.17,1,0,0,0,0.14631956912028726,0.4
31.0,3256.0,1595.0,3.4773,155800.0,181.71,1,0,0,0,0.22297297297297297,0.4426332288401254
35.0,2306.0,828.0,6.1103,301600.0,184.03,1,0,0,0,0.1448395490026019,0.3743961352657005
29.0,3558.0,1097.0,8.093,379600.0,184.62,1,0,0,0,0.12563237774030353,0.4056517775752051
31.0,2545.0,956.0,4.3977,226800.0,184.31,1,0,0,0,0.14656188605108056,0.3577405857740586
35.0,2114.0,881.0,5.5,241400.0,183.45,1,0,0,0,0.14995269631031222,0.36322360953461974
33.0,2432.0,1147.0,3.3906,138100.0,185.55,1,0,0,0,0.18215460526315788,0.3722755013077594
26.0,2807.0,1785.0,2.1638,132800.0,184.95,1,0,0,0,0.22443890274314215,0.32492997198879553
26.0,8902.0,3941.0,4.7943,226900.0,184.35,1,0,0,0,0.15872837564592227,0.3519411316924638
21.0,4192.0,2101.0,4.4306,159100.0,187.36,1,0,0,0,0.17938931297709923,0.3379343169919086
15.0,4058.0,1580.0,7.5,316400.0,187.97,1,0,0,0,0.12592410054213898,0.2993670886075949
16.0,2770.0,1269.0,6.6783,275000.0,188.21,1,0,0,0,0.14657039711191336,0.3380614657210402
8.0,3600.0,1421.0,6.2609,307100.0,189.42,1,0,0,0,0.13666666666666666,0.3391977480647431
20.0,3425.0,1489.0,6.2552,296400.0,185.55,1,0,0,0,0.1308029197080292,0.29751511081262594
25.0,3308.0,1201.0,6.3191,303400.0,186.4,1,0,0,0,0.12726723095525996,0.3447127393838468
17.0,13559.0,6990.0,3.434,193200.0,186.15,1,0,0,0,0.19588465226049118,0.36237482117310443
17.0,4234.0,2191.0,3.6445,197600.0,187.59,1,0,0,0,0.18186112423240436,0.3308991328160657
35.0,2926.0,1590.0,4.2014,143200.0,187.33,1,0,0,0,0.19207108680792892,0.3182389937106918
19.0,1747.0,848.0,4.875,187200.0,189.41,1,0,0,0,0.16657126502575845,0.3419811320754717
6.0,3123.0,1513.0,5.4288,167800.0,188.88,1,0,0,0,0.1585014409221902,0.3172504957038995
18.0,2367.0,1021.0,4.8125,210500.0,190.49,1,0,0,0,0.16983523447401774,0.3868756121449559
24.0,4055.0,2123.0,4.5224,142000.0,186.52,1,0,0,0,0.18298397040690506,0.3504474799811587
23.0,5759.0,3108.0,3.0927,140600.0,185.91,1,0,0,0,0.21844070151067893,0.38674388674388677
32.0,1943.0,1081.0,5.6846,208800.0,186.29,1,0,0,0,0.14770972722593928,0.27012025901942643
21.0,3770.0,1410.0,6.7685,294700.0,187.75,1,0,0,0,0.13023872679045093,0.31631205673758866
21.0,7906.0,4868.0,1.8937,109800.0,184.46,1,0,0,0,0.28990640020237796,0.43488085456039444
19.0,11391.0,7178.0,2.0326,123200.0,184.7,1,0,0,0,0.2715301553858309,0.40470883254388407
16.0,3920.0,2612.0,1.3291,120800.0,183.24,1,0,0,0,0.27908163265306124,0.39165390505359876
19.0,3008.0,2341.0,2.6087,123800.0,184.09,1,0,0,0,0.23038563829787234,0.29431866723622385
35.0,1081.0,691.0,2.6324,133700.0,184.09,1,0,0,0,0.24606845513413506,0.3748191027496382
24.0,2493.0,1420.0,1.8357,104200.0,183.24,1,0,0,0,0.2779783393501805,0.4528169014084507
19.0,4108.0,2971.0,1.9893,112500.0,183.49,1,0,0,0,0.2680136319376826,0.3386065297879502
17.0,5236.0,3308.0,2.3221,138800.0,184.09,1,0,0,0,0.2530557677616501,0.37273276904474
37.0,1255.0,671.0,3.7019,138600.0,184.35,1,0,0,0,0.18964143426294822,0.4143070044709389
35.0,1113.0,681.0,2.9784,136400.0,184.35,1,0,0,0,0.21203953279424978,0.36123348017621143
32.0,1255.0,782.0,2.6635,113600.0,183.49,1,0,0,0,0.2693227091633466,0.38618925831202044
32.0,3756.0,1611.0,3.8667,189700.0,182.9,1,0,0,0,0.17625133120340788,0.3711980136561142
28.0,5721.0,2672.0,3.963,164400.0,182.04,1,0,0,0,0.17986366019926586,0.3944610778443114
34.0,3657.0,1513.0,5.2907,195800.0,181.45,1,0,0,0,0.1471151216844408,0.37144745538664903
33.0,1816.0,768.0,4.5662,150300.0,180.85,1,0,0,0,0.1789647577092511,0.4114583333333333
29.0,2045.0,912.0,3.0189,144100.0,180.85,1,0,0,0,0.19462102689486552,0.40350877192982454
25.0,4436.0,1997.0,4.2386,201000.0,180.59,1,0,0,0,0.1708746618575293,0.36955433149724587
18.0,10968.0,4439.0,6.2787,250000.0,180.59,1,0,0,0,0.1386761487964989,0.3381392205451678
23.0,149.0,101.0,2.6458,112500.0,180.1,1,0,0,0,0.21476510067114093,0.33663366336633666
19.0,1573.0,844.0,2.1422,125000.0,181.79,1,0,0,0,0.2994278448823903,0.490521327014218
15.0,3927.0,2204.0,2.4367,111400.0,182.64,1,0,0,0,0.25923096511331806,0.44328493647912887
22.0,4266.0,2766.0,2.8175,135200.0,183.61,1,0,0,0,0.236755743084857,0.35610990600144615
28.0,3042.0,1964.0,2.4141,137500.0,184.46,1,0,0,0,0.23964497041420119,0.3579429735234216
19.0,4574.0,3045.0,2.065,124100.0,183.24,1,0,0,0,0.25185832968954963,0.3471264367816092
25.0,3421.0,1681.0,3.369,134400.0,183.24,1,0,0,0,0.2347266881028939,0.4414039262343843
34.0,1765.0,772.0,5.0118,165300.0,184.01,1,0,0,0,0.16090651558073654,0.36528497409326427
23.0,2668.0,1510.0,3.3669,158900.0,184.84,1,0,0,0,0.19790104947526238,0.34701986754966885
26.0,4129.0,1820.0,4.2586,171000.0,183.39,1,0,0,0,0.17292322596270282,0.3945054945054945
22.0,4331.0,1952.0,5.4834,232000.0,185.46,1,0,0,0,0.14707919649041792,0.3350409836065574
33.0,1518.0,857.0,3.5586,160400.0,185.68,1,0,0,0,0.17654808959156784,0.31738623103850644
17.0,1312.0,836.0,1.6686,112500.0,184.84,1,0,0,0,0.3003048780487805,0.40311004784689
19.0,1867.0,1219.0,2.0685,130000.0,185.07,1,0,0,0,0.2881628280664167,0.38392124692370794
18.0,2447.0,1573.0,2.6429,125400.0,184.23,1,0,0,0,0.19043727012668574,0.3000635727908455
19.0,5308.0,2852.0,2.9161,135700.0,182.16,1,0,0,0,0.19932177844762622,0.38288920056100983
12.0,5535.0,3112.0,2.5949,108300.0,182.16,1,0,0,0,0.25907859078590784,0.4055269922879177
31.0,1277.0,698.0,3.1106,147700.0,183.0,1,0,0,0,0.22944400939702428,0.33954154727793695
8.0,2378.0,1410.0,2.9097,152500.0,182.4,1,0,0,0,0.2682926829268293,0.4418439716312057
35.0,1737.0,826.0,3.2411,159200.0,182.77,1,0,0,0,0.16407599309153714,0.3559322033898305
8.0,2517.0,1686.0,2.136,143500.0,183.61,1,0,0,0,0.25109257052046086,0.363582443653618
15.0,2619.0,1513.0,2.543,100000.0,183.0,1,0,0,0,0.22871324933180603,0.3549239920687376
18.0,3038.0,1904.0,3.8024,144900.0,182.16,1,0,0,0,0.19486504279131006,0.3125
17.0,6659.0,3183.0,2.949,117300.0,180.1,1,0,0,0,0.21054212344195825,0.4329249136035187
20.0,6696.0,3687.0,3.1979,154600.0,178.89,1,0,0,0,0.19802867383512546,0.35014917276918905
32.0,5211.0,3025.0,4.0931,134200.0,177.19,1,0,0,0,0.18211475724429094,0.3133884297520661
12.0,3570.0,3321.0,4.0882,134500.0,177.8,1,0,0,0,0.19971988795518208,0.2005420054200542
17.0,15401.0,7302.0,3.3067,121900.0,177.68,1,0,0,0,0.21297318355950912,0.4349493289509723
23.0,1951.0,901.0,3.1023,143300.0,176.83,1,0,0,0,0.20246027678113787,0.4195338512763596
17.0,4013.0,2263.0,5.131,148300.0,176.23,1,0,0,0,0.1677049588836282,0.2920901458241273
11.0,9724.0,5247.0,4.1716,166100.0,179.03,1,0,0,0,0.18469765528589058,0.3386697160282066
14.0,3064.0,1681.0,4.4347,160300.0,178.2,1,0,0,0,0.1618798955613577,0.2992266508030934
17.0,4713.0,2531.0,4.8286,158500.0,177.37,1,0,0,0,0.15701251856566942,0.28565784274990125
12.0,7320.0,4048.0,4.3952,151700.0,175.3,1,0,0,0,0.17472677595628416,0.30854743083003955
19.0,2121.0,1236.0,4.7717,153200.0,176.96,1,0,0,0,0.16077322017916076,0.28559870550161814
16.0,7718.0,4383.0,4.0693,146400.0,176.96,1,0,0,0,0.18437419020471624,0.31804699977184575
18.0,11544.0,6296.0,4.4904,150400.0,174.9,1,0,0,0,0.17143104643104642,0.3054320203303685
23.0,2592.0,1401.0,5.4903,151400.0,175.98,1,0,0,0,0.1597222222222222,0.3076374018558173
24.0,1888.0,950.0,5.282,140800.0,176.59,1,0,0,0,0.16896186440677965,0.3357894736842105
14.0,12517.0,6389.0,3.3081,168700.0,181.32,1,0,0,0,0.2002077175041943,0.36515886680231646
15.0,3273.0,1872.0,2.5388,119000.0,180.9,1,0,0,0,0.27344943476932476,0.4497863247863248
5.0,4116.0,2770.0,3.1142,150000.0,180.9,1,0,0,0,0.24052478134110788,0.3267148014440433
31.0,1293.0,599.0,4.7578,161000.0,180.27,1,0,0,0,0.1794276875483372,0.3806343906510851
32.0,1607.0,778.0,4.5278,166300.0,181.1,1,0,0,0,0.15743621655258244,0.33676092544987146
38.0,1701.0,872.0,3.7831,147800.0,181.94,1,0,0,0,0.18636096413874192,0.3486238532110092
9.0,3049.0,1527.0,5.0733,196600.0,183.24,1,0,0,0,0.15447687766480814,0.3372626064178127
17.0,5799.0,2630.0,5.0524,285400.0,183.73,1,0,0,0,0.15882048629073978,0.32053231939163496
16.0,2502.0,1211.0,3.2516,202100.0,185.82,1,0,0,0,0.21262989608313348,0.4079273327828241
16.0,1743.0,652.0,2.8906,158300.0,183.42,1,0,0,0,0.19104991394148021,0.4938650306748466
14.0,3048.0,1690.0,4.3818,147100.0,180.52,1,0,0,0,0.19586614173228348,0.3408284023668639
10.0,3699.0,2310.0,2.5365,139500.0,181.33,1,0,0,0,0.22654771559881048,0.32857142857142857
15.0,3153.0,1633.0,3.6898,131000.0,181.33,1,0,0,0,0.19917538851887093,0.3227189222290263
11.0,2204.0,1472.0,2.3693,127000.0,180.7,1,0,0,0,0.23502722323049002,0.3376358695652174
19.0,3038.0,1463.0,3.944,172500.0,182.55,1,0,0,0,0.17412771560236998,0.34791524265208473
21.0,1283.0,684.0,2.3203,163500.0,182.55,1,0,0,0,0.2166796570537802,0.42251461988304095
17.0,2492.0,1278.0,2.8875,155700.0,184.01,1,0,0,0,0.19823434991974317,0.3435054773082942
23.0,1378.0,767.0,4.0625,145000.0,181.52,1,0,0,0,0.19521044992743106,0.3468057366362451
16.0,4675.0,2188.0,4.6674,178000.0,182.35,1,0,0,0,0.1783957219251337,0.373400365630713
16.0,2784.0,1458.0,4.0048,184600.0,184.01,1,0,0,0,0.16810344827586207,0.31893004115226337
21.0,4152.0,2255.0,4.5096,159500.0,182.15,1,0,0,0,0.1693159922928709,0.3090909090909091
15.0,3560.0,1757.0,5.1185,185300.0,183.42,1,0,0,0,0.16657303370786516,0.32669322709163345
18.0,3612.0,1864.0,2.7069,153800.0,183.6,1,0,0,0,0.2040420819490587,0.3825107296137339
18.0,2515.0,1442.0,5.0201,154400.0,185.88,1,0,0,0,0.17614314115308152,0.31137309292649096
18.0,4215.0,2104.0,4.0873,146900.0,183.6,1,0,0,0,0.19217081850533807,0.3673954372623574
14.0,1978.0,1085.0,3.8073,170100.0,184.63,1,0,0,0,0.21435793731041455,0.3566820276497696
16.0,3047.0,1507.0,5.3008,186500.0,174.9,1,0,0,0,0.1624548736462094,0.33112143331121435
24.0,2541.0,1078.0,5.2542,227800.0,176.98,1,0,0,0,0.14994096812278632,0.3450834879406308
24.0,2824.0,1480.0,5.2614,177200.0,178.62,1,0,0,0,0.1561614730878187,0.31824324324324327
17.0,3722.0,1561.0,3.6027,211900.0,179.25,1,0,0,0,0.1800107469102633,0.3869314541960282
19.0,3090.0,1621.0,4.0806,189200.0,178.73,1,0,0,0,0.1786407766990291,0.3207896360271437
20.0,1066.0,536.0,3.1607,119300.0,181.09,1,0,0,0,0.20544090056285177,0.32276119402985076
19.0,3558.0,1439.0,4.625,211100.0,160.22,1,0,0,0,0.16526138279932545,0.40166782487838776
17.0,3430.0,1468.0,10.6186,429300.0,160.22,1,0,0,0,0.1239067055393586,0.2949591280653951
28.0,922.0,314.0,8.4721,342300.0,160.86,1,0,0,0,0.11605206073752712,0.3089171974522293
6.0,6139.0,2693.0,7.7569,387400.0,162.31,1,0,0,0,0.12917413259488517,0.28592647604901594
6.0,9518.0,4413.0,6.6012,314900.0,162.48,1,0,0,0,0.14898087833578483,0.28891910265125764
16.0,1332.0,640.0,6.0226,192900.0,163.3,1,0,0,0,0.14714714714714713,0.3015625
16.0,1306.0,713.0,6.2683,180700.0,161.21,1,0,0,0,0.15007656967840735,0.31136044880785413
17.0,9911.0,4763.0,5.5882,194300.0,163.49,1,0,0,0,0.1448895166986177,0.29687171950451396
18.0,3593.0,1992.0,4.8295,165800.0,164.31,1,0,0,0,0.18396882827720568,0.3142570281124498
13.0,6711.0,3683.0,4.5746,175700.0,164.11,1,0,0,0,0.18715541648040532,0.3312516969861526
16.0,3936.0,1935.0,4.5625,231200.0,164.75,1,0,0,0,0.17632113821138212,0.3405684754521964
16.0,3424.0,1940.0,4.121,182100.0,165.56,1,0,0,0,0.2038551401869159,0.3324742268041237
17.0,5509.0,2748.0,4.8854,181300.0,168.11,1,0,0,0,0.15719731348702123,0.29730713245997087
25.0,1909.0,1043.0,3.7784,160100.0,167.01,1,0,0,0,0.1749607124148769,0.3087248322147651
19.0,4500.0,2456.0,4.5032,168900.0,166.39,1,0,0,0,0.1811111111111111,0.31840390879478825
17.0,3039.0,1297.0,3.9531,178600.0,165.14,1,0,0,0,0.18262586377097728,0.425597532767926
17.0,4814.0,3013.0,3.2369,167800.0,165.14,1,0,0,0,0.22663066057332779,0.3577829405907733
24.0,830.0,279.0,1.9176,121100.0,158.77,1,0,0,0,0.2289156626506024,0.7025089605734767
24.0,2618.0,726.0,3.5192,159100.0,159.58,1,0,0,0,0.1852559205500382,0.6101928374655647
25.0,2120.0,588.0,3.1187,169400.0,158.95,1,0,0,0,0.17971698113207546,0.6105442176870748
17.0,2863.0,715.0,2.6048,148200.0,158.13,1,0,0,0,0.23227383863080683,0.6531468531468532
17.0,1785.0,667.0,5.7382,278000.0,157.16,1,0,0,0,0.14285714285714285,0.41529235382308843
23.0,2023.0,678.0,7.0913,265400.0,157.97,1,0,0,0,0.15274345032130499,0.5014749262536873
14.0,6665.0,2026.0,5.09,268500.0,157.33,1,0,0,0,0.18469617404351088,0.4940769990128332
15.0,1095.0,361.0,6.8099,328200.0,157.33,1,0,0,0,0.14429223744292238,0.48753462603878117
10.0,2296.0,818.0,4.3424,160600.0,156.69,1,0,0,0,0.19599303135888502,0.49511002444987773
4.0,2271.0,926.0,3.6437,210100.0,156.52,1,0,0,0,0.25451343020695727,0.4222462203023758
15.0,3023.0,1283.0,3.3724,137900.0,156.69,1,0,0,0,0.2060866688719815,0.4356975837879969
17.0,987.0,463.0,5.8747,229300.0,156.69,1,0,0,0,0.14387031408308004,0.3282937365010799
18.0,1339.0,761.0,5.3074,137200.0,156.69,1,0,0,0,0.21209858103061988,0.38107752956636004
17.0,2786.0,1228.0,6.4211,220700.0,156.05,1,0,0,0,0.14213926776740848,0.32247557003257327
10.0,2577.0,1193.0,6.53,264100.0,155.88,1,0,0,0,0.13465269693441986,0.30595138306789604
4.0,15029.0,5613.0,7.2731,450400.0,153.13,0,0,0,0,0.15164016235278463,0.3021557099590237
17.0,3167.0,2098.0,2.4459,85800.0,160.38,1,0,0,0,0.2718661193558573,0.39466158245948524
7.0,3619.0,1134.0,4.1279,167600.0,161.22,1,0,0,0,0.2127659574468085,0.42504409171075835
6.0,7916.0,2741.0,5.6436,278600.0,157.02,1,0,0,0,0.16334007074279938,0.4392557460780737
12.0,1840.0,580.0,6.7769,400000.0,157.81,1,0,0,0,0.13804347826086957,0.40344827586206894
14.0,5180.0,1639.0,4.5,222200.0,158.61,1,0,0,0,0.2028957528957529,0.6046369737644905
16.0,87.0,32.0,4.3571,144600.0,158.61,1,0,0,0,0.22988505747126436,0.65625
17.0,2635.0,994.0,5.8966,261500.0,158.77,1,0,0,0,0.1476280834914611,0.3611670020120724
18.0,917.0,388.0,6.3517,260100.0,159.42,1,0,0,0,0.13195201744820065,0.33762886597938147
13.0,4595.0,1643.0,7.7684,362300.0,160.43,1,0,0,0,0.1233949945593036,0.33110164333536213
16.0,2852.0,1083.0,6.3761,296200.0,159.26,1,0,0,0,0.15252454417952313,0.4136657433056325
8.0,3372.0,1536.0,8.4284,378300.0,164.4,1,0,0,0,0.12752075919335706,0.2916666666666667
11.0,1412.0,529.0,7.7517,500001.0,164.11,1,0,0,0,0.13101983002832862,0.31379962192816635
9.0,2012.0,802.0,6.5706,255700.0,166.07,1,0,0,0,0.15705765407554673,0.36034912718204487
16.0,2005.0,827.0,7.0546,282200.0,166.07,1,0,0,0,0.13266832917705737,0.3264812575574365
16.0,1989.0,814.0,6.2715,255100.0,166.92,1,0,0,0,0.14580191050779287,0.3574938574938575
16.0,2994.0,1047.0,5.149,184300.0,166.33,1,0,0,0,0.1486305945223781,0.4173829990448902
16.0,2043.0,705.0,4.4766,161500.0,165.74,1,0,0,0,0.18991678903573175,0.49929078014184397
15.0,1840.0,855.0,7.5992,310600.0,164.88,1,0,0,0,0.12771739130434784,0.2818713450292398
16.0,1653.0,690.0,6.5853,248400.0,166.67,1,0,0,0,0.13793103448275862,0.32463768115942027
5.0,14944.0,6600.0,6.0857,308300.0,164.97,1,0,0,0,0.1666220556745182,0.3646969696969697
9.0,1547.0,683.0,7.5604,327900.0,166.67,1,0,0,0,0.14091790562378798,0.33821376281112736
5.0,5870.0,1917.0,5.1998,294100.0,158.95,1,0,0,0,0.16643952299829642,0.4392279603547209
9.0,2470.0,904.0,4.4219,209200.0,159.58,1,0,0,0,0.16882591093117408,0.4723451327433628
4.0,6242.0,2211.0,4.25,281600.0,159.76,1,0,0,0,0.20153796859980774,0.5047489823609227
4.0,9153.0,3775.0,4.955,241500.0,159.76,1,0,0,0,0.20386758439855784,0.4498013245033113
5.0,5659.0,2565.0,6.1949,238700.0,158.32,1,0,0,0,0.16451669906343877,0.3516569200779727
16.0,2175.0,1037.0,5.1909,201400.0,159.33,1,0,0,0,0.1503448275862069,0.31436837029893927
18.0,3215.0,1618.0,4.6028,216800.0,159.33,1,0,0,0,0.1828926905132193,0.3145859085290482
23.0,1125.0,687.0,2.3182,268800.0,160.16,1,0,0,0,0.24266666666666667,0.4483260553129549
16.0,3050.0,1444.0,5.2463,156300.0,160.01,1,0,0,0,0.18327868852459017,0.3545706371191136
9.0,1531.0,850.0,6.0862,263600.0,159.77,1,0,0,0,0.1580666231221424,0.2823529411764706
5.0,15502.0,7417.0,5.9094,261100.0,157.88,1,0,0,0,0.1685588956263708,0.31791829580693004
11.0,4694.0,2223.0,4.9485,231800.0,161.46,1,0,0,0,0.17554324669791224,0.3522267206477733
8.0,3670.0,1723.0,6.3542,218100.0,160.86,1,0,0,0,0.14604904632152588,0.3435867672663958
15.0,2869.0,1526.0,6.0175,238300.0,160.01,1,0,0,0,0.14116416869989543,0.2634338138925295
4.0,9018.0,4438.0,4.988,263700.0,160.86,1,0,0,0,0.17431803060545575,0.33753943217665616
3.0,17466.0,7644.0,5.4584,246500.0,161.62,1,0,0,0,0.19099965647543798,0.37872841444270017
17.0,4754.0,2412.0,4.3548,192300.0,162.86,1,0,0,0,0.18447623054270088,0.3449419568822554
6.0,9859.0,4194.0,6.439,296200.0,143.7,0,0,0,0,0.14687087939953342,0.3340486409155937
16.0,2794.0,1387.0,4.3286,213400.0,144.56,0,0,0,0,0.17036506800286327,0.3186733958183129
14.0,2323.0,1057.0,6.2513,240900.0,143.97,0,0,0,0,0.1605682307361171,0.3519394512771996
11.0,2660.0,1226.0,7.6832,319800.0,143.11,0,0,0,0,0.13233082706766916,0.29853181076672103
15.0,3029.0,1559.0,5.3129,169200.0,145.15,0,0,0,0,0.18322878837900297,0.35022450288646567
11.0,5827.0,2588.0,6.4027,344200.0,145.15,0,0,0,0,0.15136433842457525,0.32534775888717155
5.0,10394.0,4496.0,5.9289,411300.0,145.88,0,0,0,0,0.1555705214546854,0.34541814946619215
16.0,1988.0,770.0,5.8661,404500.0,149.18,0,0,0,0,0.1403420523138833,0.32727272727272727
20.0,3370.0,1020.0,11.0911,500001.0,148.65,0,0,0,0,0.128486646884273,0.4
15.0,3540.0,1364.0,13.6623,500001.0,151.3,0,0,0,0,0.12796610169491526,0.31158357771260997
26.0,3194.0,1032.0,10.156,500001.0,149.51,0,0,0,0,0.14214151534126487,0.39341085271317827
18.0,3961.0,1541.0,11.1118,500001.0,149.19,0,0,0,0,0.12900782630648827,0.30499675535366644
25.0,2582.0,1088.0,6.4651,500001.0,150.99,0,0,0,0,0.19171185127807902,0.4329044117647059
36.0,1721.0,710.0,10.1768,500001.0,151.88,0,0,0,0,0.15339918651946544,0.3971830985915493
34.0,1651.0,650.0,5.6582,500001.0,152.77,0,0,0,0,0.16535433070866143,0.4169230769230769
22.0,5484.0,1947.0,4.4375,500001.0,152.77,0,0,0,0,0.2237417943107221,0.519774011299435
30.0,1226.0,380.0,4.2875,500001.0,149.68,0,0,0,0,0.16721044045676997,0.3973684210526316
16.0,3892.0,1454.0,7.7317,396000.0,148.03,0,0,0,0,0.13360739979445016,0.3603851444291609
16.0,2512.0,795.0,7.5975,369100.0,149.48,0,0,0,0,0.14171974522292993,0.4440251572327044
17.0,2718.0,1011.0,15.0001,500001.0,150.93,0,0,0,0,0.1199411331861663,0.3155291790306627
10.0,4926.0,1478.0,7.472,439900.0,149.78,0,0,0,0,0.15205034510759236,0.428958051420839
14.0,2518.0,931.0,5.8393,485300.0,148.91,0,0,0,0,0.181890389197776,0.4446831364124597
31.0,2695.0,1059.0,4.7841,393500.0,148.33,0,0,0,0,0.18218923933209646,0.4258734655335222
36.0,2426.0,1085.0,5.1523,387800.0,147.77,0,0,0,0,0.18713932399010716,0.3870967741935484
30.0,1631.0,665.0,6.8443,492500.0,145.53,0,0,0,0,0.1900674432863274,0.44661654135338347
16.0,2127.0,1532.0,2.7348,231300.0,149.22,0,0,0,0,0.24071462153267512,0.32571801566579633
21.0,3318.0,1273.0,5.5922,382100.0,148.65,0,0,0,0,0.17420132610006028,0.422623723487824
12.0,3900.0,1690.0,4.125,226900.0,150.1,0,0,0,0,0.25051282051282053,0.527810650887574
17.0,2789.0,849.0,4.1012,244700.0,147.33,0,0,0,0,0.23234134098243098,0.40636042402826855
17.0,1853.0,351.0,5.2742,230700.0,149.54,0,0,0,0,0.211548839719374,0.5925925925925926
29.0,3584.0,1619.0,4.125,394400.0,144.08,0,0,0,0,0.19866071428571427,0.4119827053736875
21.0,2736.0,1251.0,4.2356,347700.0,145.43,0,0,0,0,0.2138157894736842,0.460431654676259
13.0,5723.0,2450.0,4.7179,376700.0,146.0,0,0,0,0,0.21701904595491875,0.46530612244897956
18.0,2229.0,1088.0,6.3525,278300.0,144.84,0,0,0,0,0.15522655899506504,0.3235294117647059
16.0,3109.0,1433.0,6.6319,269600.0,144.84,0,0,0,0,0.14474107430041813,0.31612002791346827
13.0,3498.0,1412.0,3.212,147600.0,146.01,0,0,0,0,0.1895368782161235,0.4376770538243626
6.0,3416.0,1319.0,6.9326,324600.0,146.29,0,0,0,0,0.1443208430913349,0.35405610310841545
25.0,1787.0,1108.0,3.9826,215800.0,145.13,0,0,0,0,0.1740346950195859,0.2806859205776173
16.0,2240.0,1104.0,3.5313,148700.0,145.13,0,0,0,0,0.19776785714285713,0.37681159420289856
9.0,4632.0,1724.0,6.3712,369800.0,146.58,0,0,0,0,0.163860103626943,0.39733178654292345
19.0,2899.0,1356.0,4.87,220900.0,145.13,0,0,0,0,0.1721283201103829,0.3775811209439528
